review_id,product_id,reviewer_id,review_text,rating,date,is_fake
REV00003,Bluetooth Speaker X1,R2628,"My kids love it, perfect size for them.",1,2024-02-29 16:00:00,0
REV00768,USB-C Hub 7-Port,R9089,Marvelous! Stunning quality! Will buy 10 more!!!,5,2024-03-15 08:06:00,1
REV01905,Resistance Bands Set,R5281,"Very solid build quality, happy with my purchase.",4,2024-05-05 21:00:00,0
REV01179,Portable Charger 20000mAh,R9121,AMAZING!!! Best product EVER!!! Buy it NOW!!!,5,2024-04-06 05:56:00,1
REV00340,Stainless Steel Water Bottle,R5516,"Average quality, expected better at this price point.",5,2024-01-30 20:00:00,0
REV01975,Bamboo Cutting Board,R2434,"Used it for two weeks now, still holding up.",3,2024-03-01 13:00:00,0
REV00409,Stainless Steel Water Bottle,R9154,Phenomenal quality! Buy it today you won't regret it!,5,2024-04-17 01:42:00,1
REV01028,Smart Watch Fitness,R2392,Customer service was helpful when I had an issue.,4,2024-06-20 11:00:00,0
REV00266,Yoga Mat Ultra,R9025,Outstanding product! Perfect! Amazing! Buy buy buy!,5,2024-04-15 12:20:00,1
REV00377,Stainless Steel Water Bottle,R9143,Life changing product! Everyone should own one!!!,5,2024-04-17 07:25:00,1
REV01484,Ring Light 10-inch,R3799,"Good value for the price, would buy again.",3,2024-01-08 17:00:00,0
REV00487,Mechanical Keyboard RGB,R7251,"It's okay, does the job but nothing special.",4,2024-06-22 14:00:00,0
REV00440,Mechanical Keyboard RGB,R8160,"Great product, works exactly as described.",5,2024-02-05 08:00:00,0
REV00272,Yoga Mat Ultra,R9174,Marvelous! Stunning quality! Will buy 10 more!!!,5,2024-04-17 08:15:00,1
REV00185,LED Desk Lamp Pro,R3755,"My kids love it, perfect size for them.",5,2024-04-28 18:00:00,0
REV00963,Air Purifier Mini,R1946,"Very solid build quality, happy with my purchase.",4,2024-06-12 09:00:00,0
REV00245,Yoga Mat Ultra,R5163,"Used it for two weeks now, still holding up.",5,2024-02-07 12:00:00,0
REV01490,Ring Light 10-inch,R8361,"Good value for the price, would buy again.",5,2024-02-21 04:00:00,0
REV00536,Wireless Mouse Slim,R5504,Customer service was helpful when I had an issue.,4,2024-01-19 12:00:00,0
REV00446,Mechanical Keyboard RGB,R4071,"Broke after one month, disappointed.",5,2024-04-05 07:00:00,0
REV00621,Phone Stand Adjustable,R5865,"Used it for two weeks now, still holding up.",2,2024-01-05 07:00:00,0
REV00837,Neck Massager Electric,R7067,"Average quality, expected better at this price point.",5,2024-01-15 09:00:00,0
REV00520,Wireless Mouse Slim,R2294,"Very solid build quality, happy with my purchase.",5,2024-03-17 14:00:00,0
REV01290,Foam Roller Set,R8495,Works fine but the instructions are terrible.,5,2024-05-20 09:00:00,0
REV00731,USB-C Hub 7-Port,R1366,"It's okay, does the job but nothing special.",2,2024-06-27 14:00:00,0
REV01385,Coffee Grinder Manual,R1345,"Shipped fast, packaging was good, product works well.",4,2024-03-20 10:00:00,0
REV00416,Mechanical Keyboard RGB,R4348,The smell is a bit odd but goes away after a day.,4,2024-04-03 11:00:00,0
REV00274,Yoga Mat Ultra,R9097,Marvelous! Stunning quality! Will buy 10 more!!!,5,2024-04-15 10:46:00,1
REV00747,USB-C Hub 7-Port,R2499,"Used it for two weeks now, still holding up.",4,2024-03-21 03:00:00,0
REV01512,Ring Light 10-inch,R7022,Customer service was helpful when I had an issue.,4,2024-01-11 07:00:00,0
REV01957,Bamboo Cutting Board,R2210,"Used it for two weeks now, still holding up.",4,2024-01-16 16:00:00,0
REV00251,Yoga Mat Ultra,R8123,Not what I expected based on the photos.,5,2024-05-19 12:00:00,0
REV00414,Stainless Steel Water Bottle,R9134,Superb! Excellent! World class! Highly recommended!,5,2024-04-18 11:46:00,1
REV00631,Phone Stand Adjustable,R5296,"Average quality, expected better at this price point.",4,2024-03-29 20:00:00,0
REV01329,Foam Roller Set,R5651,"Good value for the price, would buy again.",4,2024-05-04 09:00:00,0
REV00603,Wireless Mouse Slim,R2682,Not what I expected based on the photos.,2,2024-03-24 16:00:00,0
REV00311,Stainless Steel Water Bottle,R1371,"Broke after one month, disappointed.",2,2024-03-18 20:00:00,0
REV00585,Wireless Mouse Slim,R6004,"Returned it, color was completely different.",3,2024-05-25 21:00:00,0
REV00382,Stainless Steel Water Bottle,R9029,WOW! Exceeded ALL expectations! 10/10 recommend!!!,5,2024-04-18 09:01:00,1
REV00949,Air Purifier Mini,R2332,"Returned it, color was completely different.",5,2024-05-27 20:00:00,0
REV00426,Mechanical Keyboard RGB,R2476,"Great product, works exactly as described.",4,2024-05-10 11:00:00,0
REV01910,Resistance Bands Set,R7265,Works fine but the instructions are terrible.,4,2024-02-29 13:00:00,0
REV00545,Wireless Mouse Slim,R4890,Works fine but the instructions are terrible.,4,2024-05-16 15:00:00,0
REV00808,USB-C Hub 7-Port,R9198,Outstanding product! Perfect! Amazing! Buy buy buy!,5,2024-03-15 18:43:00,1
REV01548,Laptop Stand Aluminum,R6641,"Very solid build quality, happy with my purchase.",4,2024-06-10 16:00:00,0
REV01183,Portable Charger 20000mAh,R9141,AMAZING!!! Best product EVER!!! Buy it NOW!!!,5,2024-04-06 02:56:00,1
REV02027,Bamboo Cutting Board,R4546,"It's okay, does the job but nothing special.",5,2024-02-03 02:00:00,0
REV00562,Wireless Mouse Slim,R3857,Not what I expected based on the photos.,4,2024-06-25 22:00:00,0
REV00615,Wireless Mouse Slim,R6962,"Broke after one month, disappointed.",4,2024-02-15 17:00:00,0
REV00940,Air Purifier Mini,R8673,"Average quality, expected better at this price point.",4,2024-06-05 07:00:00,0
REV00183,LED Desk Lamp Pro,R7805,"It's okay, does the job but nothing special.",5,2024-05-31 08:00:00,0
REV00171,LED Desk Lamp Pro,R7371,Works fine but the instructions are terrible.,5,2024-06-04 19:00:00,0
REV00789,USB-C Hub 7-Port,R9011,AMAZING!!! Best product EVER!!! Buy it NOW!!!,5,2024-03-16 22:55:00,1
REV01245,Foam Roller Set,R2203,"Great product, works exactly as described.",5,2024-06-10 16:00:00,0
REV01912,Resistance Bands Set,R5941,"It's okay, does the job but nothing special.",4,2024-06-13 12:00:00,0
REV01834,Silk Sleep Mask,R4653,"My kids love it, perfect size for them.",5,2024-01-07 12:00:00,0
REV01855,Resistance Bands Set,R4871,"Average quality, expected better at this price point.",5,2024-03-08 09:00:00,0
REV00652,Phone Stand Adjustable,R7826,"Used it for two weeks now, still holding up.",4,2024-02-20 10:00:00,0
REV00273,Yoga Mat Ultra,R9044,"Absolutely incredible, changed my life completely!",5,2024-04-16 00:35:00,1
REV01576,Laptop Stand Aluminum,R2558,The smell is a bit odd but goes away after a day.,4,2024-01-07 15:00:00,0
REV00707,Phone Stand Adjustable,R8901,Not what I expected based on the photos.,4,2024-06-26 06:00:00,0
REV01241,Foam Roller Set,R1928,"Returned it, color was completely different.",4,2024-02-28 13:00:00,0
REV00372,Stainless Steel Water Bottle,R9196,This is the greatest thing I have ever purchased!!!,5,2024-04-17 17:09:00,1
REV00223,Yoga Mat Ultra,R5045,"Good value for the price, would buy again.",4,2024-06-28 12:00:00,0
REV00737,USB-C Hub 7-Port,R4682,"My kids love it, perfect size for them.",5,2024-01-08 23:00:00,0
REV00931,Air Purifier Mini,R3642,"Very solid build quality, happy with my purchase.",4,2024-04-11 18:00:00,0
REV01648,Cable Organizer Box,R8422,Not what I expected based on the photos.,4,2024-05-16 00:00:00,0
REV00519,Wireless Mouse Slim,R4326,"Returned it, color was completely different.",5,2024-05-03 07:00:00,0
REV00335,Stainless Steel Water Bottle,R4633,Not what I expected based on the photos.,5,2024-06-24 03:00:00,0
REV00711,Phone Stand Adjustable,R7288,Customer service was helpful when I had an issue.,3,2024-02-21 18:00:00,0
REV01345,Coffee Grinder Manual,R2024,"Shipped fast, packaging was good, product works well.",5,2024-04-15 05:00:00,0
REV01115,Smart Watch Fitness,R1397,"Great product, works exactly as described.",4,2024-02-04 15:00:00,0
REV00618,Phone Stand Adjustable,R2270,"Used it for two weeks now, still holding up.",4,2024-04-07 07:00:00,0
REV00016,Bluetooth Speaker X1,R3005,"Shipped fast, packaging was good, product works well.",4,2024-06-04 20:00:00,0
REV00693,Phone Stand Adjustable,R2535,"Very solid build quality, happy with my purchase.",3,2024-04-02 08:00:00,0
REV01795,Silk Sleep Mask,R8274,The smell is a bit odd but goes away after a day.,5,2024-01-15 16:00:00,0
REV01566,Laptop Stand Aluminum,R5389,"Average quality, expected better at this price point.",4,2024-05-24 23:00:00,0
REV01847,Resistance Bands Set,R8106,"Good value for the price, would buy again.",4,2024-02-06 06:00:00,0
REV00620,Phone Stand Adjustable,R6037,"Returned it, color was completely different.",5,2024-01-29 01:00:00,0
REV00926,Air Purifier Mini,R1005,"Great product, works exactly as described.",4,2024-06-03 07:00:00,0
REV00466,Mechanical Keyboard RGB,R2104,"Average quality, expected better at this price point.",3,2024-06-27 15:00:00,0
REV01465,Ring Light 10-inch,R3356,"Best purchase I've made this year, highly recommend.",5,2024-06-07 04:00:00,0
REV00200,LED Desk Lamp Pro,R3476,"Used it for two weeks now, still holding up.",4,2024-02-19 09:00:00,0
REV01227,Portable Charger 20000mAh,R9059,Phenomenal quality! Buy it today you won't regret it!,5,2024-04-05 12:05:00,1
REV01074,Smart Watch Fitness,R7211,"Very solid build quality, happy with my purchase.",2,2024-04-19 23:00:00,0
REV01152,Portable Charger 20000mAh,R5264,"Used it for two weeks now, still holding up.",5,2024-03-22 16:00:00,0
REV01705,Cable Organizer Box,R9181,Life changing product! Everyone should own one!!!,5,2024-02-07 00:30:00,1
REV01933,Resistance Bands Set,R4507,"It's okay, does the job but nothing special.",4,2024-01-07 20:00:00,0
REV01844,Resistance Bands Set,R3364,"Broke after one month, disappointed.",5,2024-04-23 23:00:00,0
REV01424,Coffee Grinder Manual,R4498,Not what I expected based on the photos.,5,2024-04-01 21:00:00,0
REV01437,Ring Light 10-inch,R5769,"Good value for the price, would buy again.",4,2024-02-09 04:00:00,0
REV01788,Silk Sleep Mask,R8161,Not what I expected based on the photos.,5,2024-01-07 14:00:00,0
REV00966,Air Purifier Mini,R1365,"It's okay, does the job but nothing special.",3,2024-04-04 12:00:00,0
REV00044,Bluetooth Speaker X1,R1172,"Used it for two weeks now, still holding up.",2,2024-01-31 07:00:00,0
REV00275,Yoga Mat Ultra,R9149,Superb! Excellent! World class! Highly recommended!,5,2024-04-16 08:52:00,1
REV01117,Smart Watch Fitness,R6984,Works fine but the instructions are terrible.,4,2024-05-10 05:00:00,0
REV00102,Bluetooth Speaker X1,R9141,Marvelous! Stunning quality! Will buy 10 more!!!,5,2024-03-18 02:24:00,1
REV01358,Coffee Grinder Manual,R8445,"Average quality, expected better at this price point.",4,2024-05-14 20:00:00,0
REV00745,USB-C Hub 7-Port,R7558,"Best purchase I've made this year, highly recommend.",5,2024-06-07 05:00:00,0
REV00986,Air Purifier Mini,R4137,The smell is a bit odd but goes away after a day.,4,2024-05-17 11:00:00,0
REV00108,LED Desk Lamp Pro,R8220,"Returned it, color was completely different.",5,2024-03-01 05:00:00,0
REV01939,Bamboo Cutting Board,R5816,"Great product, works exactly as described.",5,2024-04-17 08:00:00,0
REV00498,Mechanical Keyboard RGB,R2646,Customer service was helpful when I had an issue.,3,2024-02-14 11:00:00,0
REV02016,Bamboo Cutting Board,R5775,The smell is a bit odd but goes away after a day.,3,2024-06-07 14:00:00,0
REV00904,Neck Massager Electric,R9071,5 stars! Perfect in every way! Must buy immediately!,5,2024-03-28 08:19:00,1
REV00773,USB-C Hub 7-Port,R9192,"Absolutely incredible, changed my life completely!",5,2024-03-15 13:00:00,1
REV01126,Portable Charger 20000mAh,R6217,Customer service was helpful when I had an issue.,4,2024-06-15 05:00:00,0
REV01524,Ring Light 10-inch,R6954,Customer service was helpful when I had an issue.,5,2024-04-02 02:00:00,0
REV01319,Foam Roller Set,R5493,"Best purchase I've made this year, highly recommend.",3,2024-04-02 19:00:00,0
REV00756,USB-C Hub 7-Port,R7519,"Very solid build quality, happy with my purchase.",4,2024-05-05 05:00:00,0
REV00608,Wireless Mouse Slim,R1371,"Used it for two weeks now, still holding up.",4,2024-01-01 23:00:00,0
REV00073,Bluetooth Speaker X1,R9103,This is the greatest thing I have ever purchased!!!,5,2024-03-16 09:16:00,1
REV02013,Bamboo Cutting Board,R3318,"Used it for two weeks now, still holding up.",5,2024-02-22 19:00:00,0
REV01235,Foam Roller Set,R2825,"Broke after one month, disappointed.",5,2024-05-12 08:00:00,0
REV01188,Portable Charger 20000mAh,R9105,This is the greatest thing I have ever purchased!!!,5,2024-04-05 22:56:00,1
REV01520,Ring Light 10-inch,R8345,"Shipped fast, packaging was good, product works well.",4,2024-04-25 00:00:00,0
REV00482,Mechanical Keyboard RGB,R3976,"Average quality, expected better at this price point.",5,2024-01-15 02:00:00,0
REV01897,Resistance Bands Set,R1924,Customer service was helpful when I had an issue.,3,2024-04-18 06:00:00,0
REV00507,Mechanical Keyboard RGB,R7810,The smell is a bit odd but goes away after a day.,5,2024-04-20 16:00:00,0
REV00950,Air Purifier Mini,R3415,"Returned it, color was completely different.",5,2024-04-25 02:00:00,0
REV00788,USB-C Hub 7-Port,R9124,Marvelous! Stunning quality! Will buy 10 more!!!,5,2024-03-15 17:49:00,1
REV02025,Bamboo Cutting Board,R2391,"My kids love it, perfect size for them.",3,2024-05-23 01:00:00,0
REV00757,USB-C Hub 7-Port,R5404,"Great product, works exactly as described.",3,2024-02-26 09:00:00,0
REV01205,Portable Charger 20000mAh,R9092,WOW! Exceeded ALL expectations! 10/10 recommend!!!,5,2024-04-06 11:32:00,1
REV01995,Bamboo Cutting Board,R7480,"Shipped fast, packaging was good, product works well.",5,2024-06-13 20:00:00,0
REV00312,Stainless Steel Water Bottle,R2923,Not what I expected based on the photos.,2,2024-01-10 09:00:00,0
REV01668,Cable Organizer Box,R4561,"Shipped fast, packaging was good, product works well.",4,2024-05-01 08:00:00,0
REV00406,Stainless Steel Water Bottle,R9152,Marvelous! Stunning quality! Will buy 10 more!!!,5,2024-04-16 12:19:00,1
REV01876,Resistance Bands Set,R1954,Not what I expected based on the photos.,5,2024-01-30 13:00:00,0
REV01164,Portable Charger 20000mAh,R1060,"Returned it, color was completely different.",4,2024-01-25 05:00:00,0
REV00310,Yoga Mat Ultra,R9179,Superb! Excellent! World class! Highly recommended!,5,2024-04-15 08:37:00,1
REV00227,Yoga Mat Ultra,R7195,"My kids love it, perfect size for them.",1,2024-06-21 08:00:00,0
REV01728,Cable Organizer Box,R9059,Marvelous! Stunning quality! Will buy 10 more!!!,5,2024-02-07 20:20:00,1
REV00850,Neck Massager Electric,R2839,Works fine but the instructions are terrible.,5,2024-05-21 22:00:00,0
REV01555,Laptop Stand Aluminum,R6040,"Best purchase I've made this year, highly recommend.",3,2024-01-31 23:00:00,0
REV00846,Neck Massager Electric,R2871,"Average quality, expected better at this price point.",5,2024-01-27 18:00:00,0
REV00813,USB-C Hub 7-Port,R9022,This is the greatest thing I have ever purchased!!!,5,2024-03-17 12:24:00,1
REV00149,LED Desk Lamp Pro,R8315,"Good value for the price, would buy again.",4,2024-03-14 07:00:00,0
REV00778,USB-C Hub 7-Port,R9096,Outstanding product! Perfect! Amazing! Buy buy buy!,5,2024-03-16 12:41:00,1
REV01872,Resistance Bands Set,R8461,"Broke after one month, disappointed.",4,2024-04-05 15:00:00,0
REV01434,Ring Light 10-inch,R6650,"Returned it, color was completely different.",5,2024-03-21 00:00:00,0
REV01666,Cable Organizer Box,R8556,Works fine but the instructions are terrible.,5,2024-03-18 15:00:00,0
REV01998,Bamboo Cutting Board,R7804,Works fine but the instructions are terrible.,5,2024-03-04 16:00:00,0
REV00576,Wireless Mouse Slim,R7051,"My kids love it, perfect size for them.",3,2024-01-23 20:00:00,0
REV00558,Wireless Mouse Slim,R6536,"It's okay, does the job but nothing special.",4,2024-04-27 17:00:00,0
REV00713,Phone Stand Adjustable,R6675,"Returned it, color was completely different.",4,2024-02-23 14:00:00,0
REV01176,Portable Charger 20000mAh,R9175,WOW! Exceeded ALL expectations! 10/10 recommend!!!,5,2024-04-04 14:29:00,1
REV01369,Coffee Grinder Manual,R6312,"Average quality, expected better at this price point.",3,2024-06-05 22:00:00,0
REV01182,Portable Charger 20000mAh,R9076,"Absolutely incredible, changed my life completely!",5,2024-04-05 16:16:00,1
REV00638,Phone Stand Adjustable,R2560,Customer service was helpful when I had an issue.,5,2024-04-04 02:00:00,0
REV00983,Air Purifier Mini,R5641,"Broke after one month, disappointed.",3,2024-04-17 03:00:00,0
REV00287,Yoga Mat Ultra,R9190,Marvelous! Stunning quality! Will buy 10 more!!!,5,2024-04-15 06:41:00,1
REV01631,Cable Organizer Box,R3951,"Broke after one month, disappointed.",5,2024-02-18 17:00:00,0
REV01717,Cable Organizer Box,R9161,5 stars! Perfect in every way! Must buy immediately!,5,2024-02-09 05:15:00,1
REV00599,Wireless Mouse Slim,R5304,"Best purchase I've made this year, highly recommend.",5,2024-06-23 19:00:00,0
REV01642,Cable Organizer Box,R5753,Works fine but the instructions are terrible.,4,2024-05-25 15:00:00,0
REV00967,Air Purifier Mini,R7857,Not what I expected based on the photos.,3,2024-03-08 14:00:00,0
REV01713,Cable Organizer Box,R9117,5 stars! Perfect in every way! Must buy immediately!,5,2024-02-08 22:25:00,1
REV01614,Laptop Stand Aluminum,R4792,"Very solid build quality, happy with my purchase.",4,2024-05-26 15:00:00,0
REV01058,Smart Watch Fitness,R4639,Works fine but the instructions are terrible.,2,2024-01-06 01:00:00,0
REV01275,Foam Roller Set,R7439,"Used it for two weeks now, still holding up.",4,2024-02-11 03:00:00,0
REV00825,Neck Massager Electric,R7872,"Shipped fast, packaging was good, product works well.",4,2024-04-02 10:00:00,0
REV00927,Air Purifier Mini,R3791,"Used it for two weeks now, still holding up.",5,2024-03-25 19:00:00,0
REV00655,Phone Stand Adjustable,R7002,Not what I expected based on the photos.,4,2024-06-13 23:00:00,0
REV01246,Foam Roller Set,R5232,"Good value for the price, would buy again.",5,2024-01-15 05:00:00,0
REV01990,Bamboo Cutting Board,R8589,Not what I expected based on the photos.,5,2024-01-21 15:00:00,0
REV00610,Wireless Mouse Slim,R2474,"Great product, works exactly as described.",4,2024-01-18 15:00:00,0
REV01062,Smart Watch Fitness,R4431,"My kids love it, perfect size for them.",5,2024-03-10 19:00:00,0
REV00839,Neck Massager Electric,R5284,Not what I expected based on the photos.,5,2024-01-03 05:00:00,0
REV01672,Cable Organizer Box,R3233,The smell is a bit odd but goes away after a day.,5,2024-04-20 19:00:00,0
REV01260,Foam Roller Set,R2879,Works fine but the instructions are terrible.,4,2024-04-04 01:00:00,0
REV00494,Mechanical Keyboard RGB,R1719,The smell is a bit odd but goes away after a day.,5,2024-04-25 05:00:00,0
REV01342,Coffee Grinder Manual,R5959,"Good value for the price, would buy again.",5,2024-03-22 20:00:00,0
REV00278,Yoga Mat Ultra,R9073,Superb! Excellent! World class! Highly recommended!,5,2024-04-15 01:16:00,1
REV01904,Resistance Bands Set,R6522,"It's okay, does the job but nothing special.",3,2024-05-01 21:00:00,0
REV00359,Stainless Steel Water Bottle,R4031,Not what I expected based on the photos.,4,2024-04-06 13:00:00,0
REV02031,Bamboo Cutting Board,R2351,"It's okay, does the job but nothing special.",4,2024-03-08 16:00:00,0
REV00237,Yoga Mat Ultra,R2667,Not what I expected based on the photos.,5,2024-05-07 20:00:00,0
REV00552,Wireless Mouse Slim,R1155,Works fine but the instructions are terrible.,2,2024-01-09 18:00:00,0
REV01902,Resistance Bands Set,R8007,Customer service was helpful when I had an issue.,4,2024-04-23 07:00:00,0
REV01263,Foam Roller Set,R3320,The smell is a bit odd but goes away after a day.,5,2024-05-02 07:00:00,0
REV00209,Yoga Mat Ultra,R2848,"My kids love it, perfect size for them.",5,2024-04-16 19:00:00,0
REV01575,Laptop Stand Aluminum,R5145,The smell is a bit odd but goes away after a day.,2,2024-01-10 06:00:00,0
REV01587,Laptop Stand Aluminum,R1124,"Shipped fast, packaging was good, product works well.",3,2024-03-10 04:00:00,0
REV00059,Bluetooth Speaker X1,R9192,5 stars! Perfect in every way! Must buy immediately!,5,2024-03-16 02:00:00,1
REV00632,Phone Stand Adjustable,R3456,"Broke after one month, disappointed.",4,2024-03-22 22:00:00,0
REV01611,Laptop Stand Aluminum,R4566,"Broke after one month, disappointed.",5,2024-06-26 18:00:00,0
REV01894,Resistance Bands Set,R6797,The smell is a bit odd but goes away after a day.,4,2024-01-26 06:00:00,0
REV01656,Cable Organizer Box,R3104,"Good value for the price, would buy again.",3,2024-02-03 19:00:00,0
REV00364,Stainless Steel Water Bottle,R9155,Superb! Excellent! World class! Highly recommended!,5,2024-04-18 09:53:00,1
REV00506,Mechanical Keyboard RGB,R2057,"Shipped fast, packaging was good, product works well.",5,2024-06-12 18:00:00,0
REV00758,USB-C Hub 7-Port,R7082,"Returned it, color was completely different.",4,2024-03-14 05:00:00,0
REV01491,Ring Light 10-inch,R8993,"Broke after one month, disappointed.",5,2024-05-14 04:00:00,0
REV01630,Laptop Stand Aluminum,R2139,"Average quality, expected better at this price point.",3,2024-05-19 06:00:00,0
REV01279,Foam Roller Set,R1655,"Good value for the price, would buy again.",3,2024-01-23 02:00:00,0
REV00863,Neck Massager Electric,R1490,"Broke after one month, disappointed.",4,2024-05-15 07:00:00,0
REV01392,Coffee Grinder Manual,R3037,"It's okay, does the job but nothing special.",5,2024-06-01 04:00:00,0
REV00835,Neck Massager Electric,R3002,"Best purchase I've made this year, highly recommend.",3,2024-04-21 23:00:00,0
REV00119,LED Desk Lamp Pro,R6968,"My kids love it, perfect size for them.",4,2024-01-10 03:00:00,0
REV01270,Foam Roller Set,R5567,"Broke after one month, disappointed.",4,2024-04-11 06:00:00,0
REV01266,Foam Roller Set,R3587,"Used it for two weeks now, still holding up.",5,2024-04-06 20:00:00,0
REV00523,Wireless Mouse Slim,R5218,"Shipped fast, packaging was good, product works well.",5,2024-03-29 12:00:00,0
REV00514,Mechanical Keyboard RGB,R1337,"Best purchase I've made this year, highly recommend.",5,2024-06-03 10:00:00,0
REV00082,Bluetooth Speaker X1,R9137,5 stars! Perfect in every way! Must buy immediately!,5,2024-03-16 13:39:00,1
REV01250,Foam Roller Set,R7287,"Returned it, color was completely different.",4,2024-06-02 04:00:00,0
REV01037,Smart Watch Fitness,R7997,"Broke after one month, disappointed.",2,2024-05-15 09:00:00,0
REV00381,Stainless Steel Water Bottle,R9103,Marvelous! Stunning quality! Will buy 10 more!!!,5,2024-04-18 10:36:00,1
REV01207,Portable Charger 20000mAh,R9091,Superb! Excellent! World class! Highly recommended!,5,2024-04-06 15:11:00,1
REV01718,Cable Organizer Box,R9021,Superb! Excellent! World class! Highly recommended!,5,2024-02-09 01:03:00,1
REV00085,Bluetooth Speaker X1,R9072,Phenomenal quality! Buy it today you won't regret it!,5,2024-03-17 09:21:00,1
REV01707,Cable Organizer Box,R9138,5 stars! Perfect in every way! Must buy immediately!,5,2024-02-09 07:08:00,1
REV01979,Bamboo Cutting Board,R2187,The smell is a bit odd but goes away after a day.,5,2024-03-04 08:00:00,0
REV00330,Stainless Steel Water Bottle,R5204,Not what I expected based on the photos.,5,2024-01-17 15:00:00,0
REV00007,Bluetooth Speaker X1,R1792,"Very solid build quality, happy with my purchase.",2,2024-02-25 10:00:00,0
REV01447,Ring Light 10-inch,R5627,"Great product, works exactly as described.",4,2024-03-19 16:00:00,0
REV00775,USB-C Hub 7-Port,R9063,"Absolutely incredible, changed my life completely!",5,2024-03-15 17:19:00,1
REV00937,Air Purifier Mini,R8771,"Great product, works exactly as described.",5,2024-02-15 23:00:00,0
REV01436,Ring Light 10-inch,R3913,"Very solid build quality, happy with my purchase.",1,2024-05-26 04:00:00,0
REV00452,Mechanical Keyboard RGB,R1910,"My kids love it, perfect size for them.",4,2024-05-20 23:00:00,0
REV00491,Mechanical Keyboard RGB,R6767,"Good value for the price, would buy again.",5,2024-05-23 03:00:00,0
REV01507,Ring Light 10-inch,R4748,Works fine but the instructions are terrible.,4,2024-06-06 15:00:00,0
REV00288,Yoga Mat Ultra,R9198,WOW! Exceeded ALL expectations! 10/10 recommend!!!,5,2024-04-17 19:49:00,1
REV00933,Air Purifier Mini,R6793,"Average quality, expected better at this price point.",4,2024-06-12 15:00:00,0
REV02021,Bamboo Cutting Board,R5967,The smell is a bit odd but goes away after a day.,4,2024-03-01 15:00:00,0
REV01959,Bamboo Cutting Board,R8464,"It's okay, does the job but nothing special.",5,2024-04-21 13:00:00,0
REV00781,USB-C Hub 7-Port,R9116,Phenomenal quality! Buy it today you won't regret it!,5,2024-03-16 13:59:00,1
REV00721,USB-C Hub 7-Port,R1362,"Shipped fast, packaging was good, product works well.",5,2024-06-19 11:00:00,0
REV00819,USB-C Hub 7-Port,R9168,AMAZING!!! Best product EVER!!! Buy it NOW!!!,5,2024-03-16 14:54:00,1
REV01731,Cable Organizer Box,R9158,Superb! Excellent! World class! Highly recommended!,5,2024-02-07 02:36:00,1
REV01621,Laptop Stand Aluminum,R6582,Not what I expected based on the photos.,3,2024-06-06 18:00:00,0
REV00901,Neck Massager Electric,R9158,Marvelous! Stunning quality! Will buy 10 more!!!,5,2024-03-28 04:43:00,1
REV00943,Air Purifier Mini,R8263,"Average quality, expected better at this price point.",5,2024-01-23 22:00:00,0
REV01107,Smart Watch Fitness,R8900,"It's okay, does the job but nothing special.",5,2024-01-01 10:00:00,0
REV01678,Cable Organizer Box,R1851,"Broke after one month, disappointed.",2,2024-01-18 00:00:00,0
REV00328,Stainless Steel Water Bottle,R3173,"It's okay, does the job but nothing special.",1,2024-03-01 18:00:00,0
REV00443,Mechanical Keyboard RGB,R7807,The smell is a bit odd but goes away after a day.,4,2024-03-10 14:00:00,0
REV01921,Resistance Bands Set,R5428,"It's okay, does the job but nothing special.",5,2024-03-07 17:00:00,0
REV01337,Coffee Grinder Manual,R4661,Not what I expected based on the photos.,5,2024-06-21 16:00:00,0
REV01081,Smart Watch Fitness,R8720,Works fine but the instructions are terrible.,5,2024-01-29 04:00:00,0
REV01132,Portable Charger 20000mAh,R3347,"Returned it, color was completely different.",5,2024-02-21 08:00:00,0
REV00178,LED Desk Lamp Pro,R7959,"Average quality, expected better at this price point.",4,2024-01-18 16:00:00,0
REV01305,Foam Roller Set,R6596,"Shipped fast, packaging was good, product works well.",5,2024-05-26 08:00:00,0
REV01920,Resistance Bands Set,R5135,"Average quality, expected better at this price point.",4,2024-02-21 09:00:00,0
REV00087,Bluetooth Speaker X1,R9167,Marvelous! Stunning quality! Will buy 10 more!!!,5,2024-03-17 17:18:00,1
REV01432,Ring Light 10-inch,R8293,"Great product, works exactly as described.",4,2024-03-13 19:00:00,0
REV01935,Resistance Bands Set,R5854,"Used it for two weeks now, still holding up.",5,2024-03-03 07:00:00,0
REV00458,Mechanical Keyboard RGB,R5288,"Average quality, expected better at this price point.",5,2024-04-16 05:00:00,0
REV01862,Resistance Bands Set,R5764,"Best purchase I've made this year, highly recommend.",3,2024-05-27 00:00:00,0
REV00055,Bluetooth Speaker X1,R9108,"Absolutely incredible, changed my life completely!",5,2024-03-18 13:15:00,1
REV01651,Cable Organizer Box,R5617,"Good value for the price, would buy again.",5,2024-06-01 23:00:00,0
REV00644,Phone Stand Adjustable,R2675,Works fine but the instructions are terrible.,4,2024-05-02 07:00:00,0
REV00678,Phone Stand Adjustable,R7966,"Great product, works exactly as described.",3,2024-05-24 21:00:00,0
REV00222,Yoga Mat Ultra,R3491,"Very solid build quality, happy with my purchase.",4,2024-03-14 14:00:00,0
REV00114,LED Desk Lamp Pro,R4264,"Great product, works exactly as described.",5,2024-02-28 07:00:00,0
REV01008,Air Purifier Mini,R8021,"Returned it, color was completely different.",5,2024-02-11 18:00:00,0
